Ticker;Name;Country;Type;Sector;Sub Sector;Segment
CLEU;China Liberal Education Holdings Limited Ordinary Shares;China;;Consumer Services;;Other Consumer Services
CLF;Cleveland-Cliffs Inc. Common Stock;United States;;;;
CLFD;Clearfield Inc. Common Stock;United States;;Public Utilities;;Telecommunications Equipment
CLGN;CollPlant Biotechnologies Ltd Ordinary Shares;Israel;;Health Care;;Industrial Specialties
CLH;Clean Harbors Inc. Common Stock;United States;;;;
CLI;Mack-Cali Realty Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CLII;Climate Change Crisis Real Impact I Acquisition Corporation Class A Common Stock;United States;;;;
CLIM;Climate Real Impact Solutions II Acquisition Corporation Class A Common Stock;;;;;
CLIR;ClearSign Technologies Corporation Common Stock;United States;;Technology;;Industrial Machinery/Components
CLLS;Cellectis S.A. American Depositary Shares;France;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CLM;Cornerstone Strategic Value Fund Inc. New Common Stock;United States;;;;
CLMT;Calumet Specialty Products Partners L.P. Common Units;United States;;Energy;;Oil & Gas Production
CLNC;Colony Credit Real Estate Inc. Class A Common Stock;;;Consumer Services;;Real Estate Investment Trusts
CLNE;Clean Energy Fuels Corp. Common Stock;United States;;Public Utilities;;Natural Gas Distribution
CLNN;Clene Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
CLNNW;Clene Inc. Warrant;United States;;Consumer Durables;;Specialty Chemicals
CLNY;Colony Capital Inc.;United States;;Consumer Services;;Real Estate Investment Trusts
CLNY^G;Colony Capital Inc. 7.50% Series G cumulative redeemable perpetual preferred stock;United States;;;;
CLNY^H;Colony Capital Inc. 7.125% Series H cumulative redeemable perpetual preferred stock;United States;;;;
CLNY^I;Colony Capital Inc. 7.15% Series I Cumulative Redeemable Perpetual Preferred Stock;United States;;;;
CLNY^J;Colony Capital Inc. 7.125% Series J Cumulative Redeemable Perpetual Preferred Stock;United States;;;;
CLOV;Clover Health Investments Corp. Class A Common Stock;United States;;Health Care;;Medical Specialities
CLOVW;Clover Health Investments Corp. Warrants;United States;;Health Care;;Medical Specialities
CLPR;Clipper Realty Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CLPS;CLPS Incorporation Common Stock;China;;Technology;;Computer Software: Prepackaged Software
CLPT;ClearPoint Neuro Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
CLR;Continental Resources Inc. Common Stock;United States;;Energy;;Oil & Gas Production
CLRB;Cellectar Biosciences Inc.  Common Stock;United States;;Health Care;;Major Pharmaceuticals
CLRM;Clarim Acquisition Corp. Class A Common Stock;United States;;;;
CLRMU;Clarim Acquisition Corp. Unit;United States;;;;
CLRMW;Clarim Acquisition Corp. Warrant;United States;;Finance;;Business Services
CLRO;ClearOne Inc. (DE) Common Stock;United States;;Technology;;Radio And Television Broadcasting And Communications Equipment
CLS;Celestica Inc. Common Stock;Canada;;;;
CLSD;Clearside Biomedical Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CLSK;CleanSpark Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CLSN;Celsion Corporation Common Stock;United States;;Health Care;;Major Pharmaceuticals
CLVR;Clever Leaves Holdings Inc. Common Shares;United States;;;;
CLVRW;Clever Leaves Holdings Inc. Warrant;United States;;;;
CLVS;Clovis Oncology Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CLVT;Clarivate Plc Ordinary Shares;;;Consumer Services;;Movies/Entertainment
CLW;Clearwater Paper Corporation Common Stock;United States;;Basic Industries;;Paper
CLWT;Euro Tech Holdings Company Limited Common Stock;Hong Kong;;Capital Goods;;Industrial Machinery/Components
CLX;Clorox Company (The) Common Stock;United States;;Consumer Durables;;Specialty Chemicals
CLXT;Calyxt Inc. Common Stock;United States;;Consumer Non-Durables;;Food Distributors
CM;Canadian Imperial Bank of Commerce Common Stock;Canada;;Finance;;Commercial Banks
CMA;Comerica Incorporated Common Stock;United States;;Finance;;Major Banks
CMAX;CareMax Inc. Class A Common Stock;United States;;;;
CMAXW;CareMax Inc. Warrant;United States;;;;
CMBM;Cambium Networks Corporation Ordinary Shares;Cayman Islands;;Technology;;Radio And Television Broadcasting And Communications Equipment
CMC;Commercial Metals Company Common Stock;United States;;Basic Industries;;Steel/Iron Ore
CMCL;Caledonia Mining Corporation Plc Common Shares;Canada;;Basic Industries;;Precious Metals
CMCM;Cheetah Mobile Inc. American Depositary Shares each representing 10 Class Ordinary Shares;;;Technology;;Computer Software: Prepackaged Software
CMCO;Columbus McKinnon Corporation Common Stock;United States;;Capital Goods;;Construction/Ag Equipment/Trucks
CMCSA;Comcast Corporation Class A Common Stock;United States;;Consumer Services;;Television Services
CMCT;CIM Commercial Trust Corporation Common stock;United States;;Consumer Services;;Real Estate Investment Trusts
CME;CME Group Inc. Class A Common Stock;United States;;;;
CMG;Chipotle Mexican Grill Inc. Common Stock;United States;;Consumer Services;;Restaurants
CMI;Cummins Inc. Common Stock;United States;;Capital Goods;;Construction/Ag Equipment/Trucks
CMII;CM Life Sciences II Inc. Class A Common Stock;United States;;;;
CMIIU;CM Life Sciences II Inc. Unit;United States;;;;
CMIIW;CM Life Sciences II Inc. Warrant;United States;;;;
CMLF;CM Life Sciences Inc. Class A Common Stock;United States;;;;
CMLFU;CM Life Sciences Inc. Unit;United States;;;;
CMLFW;CM Life Sciences Inc. Warrant;United States;;Finance;;Business Services
CMLS;Cumulus Media Inc. Class A Common Stock;United States;;Consumer Services;;Broadcasting
CMLT;CM Life Sciences III Inc. Class A Common Stock;United States;;Finance;;Business Services
CMLTU;CM Life Sciences III Inc. Unit;United States;;Finance;;Business Services
CMLTW;CM Life Sciences III Inc. Warrant;United States;;Finance;;Business Services
CMMB;Chemomab Therapeutics Ltd. American Depositary Share;Israel;;Health Care;;Major Pharmaceuticals
CMO;Capstead Mortgage Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CMO^E;Capstead Mortgage Corporation Pfd Ser E;United States;;;;
CMP;Compass Minerals Intl Inc Common Stock;United States;;Basic Industries;;Precious Metals
CMPI;Checkmate Pharmaceuticals Inc. Common Stock;United States;;Consumer Durables;;Specialty Chemicals
CMPR;Cimpress plc Ordinary Shares (Ireland);Netherlands;;Consumer Services;;Recreational Products/Toys
CMPS;COMPASS Pathways Plc American Depository Shares;United Kingdom;;Health Care;;Major Pharmaceuticals
CMRE;Costamare Inc. Common Stock $0.0001 par value;Greece;;Transportation;;Marine Transportation
CMRE^B;Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands);Greece;;;;
CMRE^C;Costamare Inc. Perpetual Preferred Series C (Marshall Islands);Greece;;;;
CMRE^D;Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock;Greece;;;;
CMRE^E;Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001;Greece;;;;
CMRX;Chimerix Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CMS;CMS Energy Corporation Common Stock;United States;;Public Utilities;;Power Generation
CMS^B;CMS Energy Corporation Preferred Stock;United States;;;;
CMSA;CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078;United States;;Public Utilities;;Power Generation
CMSC;CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078;United States;;Public Utilities;;Power Generation
CMSD;CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079;United States;;Public Utilities;;Power Generation
CMT;Core Molding Technologies Inc Common Stock;United States;;Consumer Durables;;Electronic Components
CMTL;Comtech Telecommunications Corp. Common Stock;United States;;Technology;;Radio And Television Broadcasting And Communications Equipment
CMU;MFS Municipal Income Trust Common Stock;United States;;;;
CNA;CNA Financial Corporation Common Stock;United States;;Finance;;Property-Casualty Insurers
CNBKA;Century Bancorp Inc. Class A Common Stock;United States;;Finance;;Major Banks
CNC;Centene Corporation Common Stock;United States;;Health Care;;Medical Specialities
CNCE;Concert Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CND;Concord Acquisition Corp. Class A Common Stock;;;;;
CNDT;Conduent Incorporated Common Stock ;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
CNET;ZW Data Action Technologies Inc. Common Stock;China;;Technology;;Advertising
CNEY;CN Energy Group Inc. Ordinary Shares;China;;Basic Industries;;Major Chemicals
CNF;CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares;;;Finance;;Finance: Consumer Services
CNFR;Conifer Holdings Inc. Common Stock;United States;;Finance;;Property-Casualty Insurers
CNFRL;Conifer Holdings Inc. 6.75% Senior Unsecured Notes due 2023;United States;;Finance;;Property-Casualty Insurers
CNHI;CNH Industrial N.V. Common Shares;;;Capital Goods;;Construction/Ag Equipment/Trucks
CNI;Canadian National Railway Company Common Stock;Canada;;;;
CNK;Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock;United States;;Consumer Services;;Movies/Entertainment
CNMD;CONMED Corporation Common Stock;United States;;Health Care;;Biotechnology: Electromedical & Electrotherapeutic Apparatus
CNNB;Cincinnati Bancorp Inc. Common Stock;United States;;Finance;;Commercial Banks
CNNE;Cannae Holdings Inc. Common Stock;;;Consumer Services;;Catalog/Specialty Distribution
CNO;CNO Financial Group Inc. Common Stock;United States;;Finance;;Life Insurance
CNO^A;CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060;United States;;;;
CNOB;ConnectOne Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
CNP;CenterPoint Energy Inc (Holding Co) Common Stock;United States;;Public Utilities;;Electric Utilities: Central
CNP^B;CenterPoint Energy Inc. Depositary Shares Each Representing a 1/20th Interest in a Share of 7.00% Series B Mandatory Convertible Preferred Stock;United States;;;;
CNQ;Canadian Natural Resources Limited Common Stock;Canada;;Energy;;Oil & Gas Production
CNR;Cornerstone Building Brands Inc. Common Stock;United States;;Capital Goods;;Metal Fabrications
CNS;Cohen & Steers Inc Common Stock;United States;;Finance;;Investment Managers
CNSL;Consolidated Communications Holdings Inc. Common Stock;United States;;Public Utilities;;Telecommunications Equipment
CNSP;CNS Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CNST;Constellation Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CNTA;Centessa Pharmaceuticals plc American Depositary Shares;United Kingdom;;;;
CNTB;Connect Biopharma Holdings Limited American Depositary Shares;China;;Health Care;;Major Pharmaceuticals
CNTG;Centogene N.V. Common Shares;Germany;;Health Care;;Medical Specialities
CNTY;Century Casinos Inc. Common Stock;United States;;Consumer Services;;Hotels/Resorts
CNVY;Convey Holding Parent Inc.;;;;;
CNX;CNX Resources Corporation Common Stock;United States;;Energy;;Oil & Gas Production
CNXC;Concentrix Corporation Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CNXN;PC Connection Inc. Common Stock;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
CO;Global Cord Blood Corporation Common Stock;Hong Kong;;Health Care;;Managed Health Care
COCP;Cocrystal Pharma Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CODA;Coda Octopus Group Inc. Common stock;United States;;Capital Goods;;Industrial Machinery/Components
CODI;D/B/A Compass Diversified Holdings Shares of Beneficial Interest;United States;;;;
CODI^A;Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings;United States;;;;
CODI^B;Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings;United States;;;;
CODI^C;Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares;United States;;;;
CODX;Co-Diagnostics Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
COE;China Online Education Group American depositary shares each representing 15 Class A ordinary shares;China;;Miscellaneous;;Service to the Health Industry
COF;Capital One Financial Corporation Common Stock;United States;;Finance;;Major Banks
COF^G;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series G;United States;;;;
COF^H;Capital One Financial Corporation Depositary Shares Each Representing 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series H;United States;;;;
COF^I;Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer;United States;;;;
COF^J;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J;United States;;;;
COF^K;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K;United States;;;;
COF^L;Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L;United States;;;;
COFS;ChoiceOne Financial Services Inc. Common Stock;United States;;Finance;;Major Banks
COG;Cabot Oil & Gas Corporation Common Stock;United States;;Energy;;Oil & Gas Production
COGT;Cogent Biosciences Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
COHN;Cohen & Company Inc.;United States;;Finance;;Investment Managers
COHR;Coherent Inc. Common Stock;United States;;Capital Goods;;Biotechnology: Laboratory Analytical Instruments
COHU;Cohu Inc. Common Stock;United States;;Capital Goods;;Electrical Products
COIN;Coinbase Global Inc. Class A Common Stock;United States;;Technology;;EDP Services
COKE;Coca-Cola Consolidated Inc. Common Stock;United States;;Consumer Non-Durables;;Beverages (Production/Distribution)
COLB;Columbia Banking System Inc. Common Stock;United States;;Finance;;Major Banks
COLD;Americold Realty Trust Common Shares;United States;;Finance;;Real Estate
COLI;Colicity Inc. Class A Common Stock;United States;;;;
COLIU;Colicity Inc. Units;United States;;;;
COLIW;Colicity Inc. Warrant;United States;;;;
COLL;Collegium Pharmaceutical Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
COLM;Columbia Sportswear Company Common Stock;United States;;Consumer Non-Durables;;Apparel
COMM;CommScope Holding Company Inc. Common Stock;United States;;Technology;;Radio And Television Broadcasting And Communications Equipment
COMP;Compass Inc. Class A Common Stock;;;Technology;;EDP Services
COMS;ComSovereign Holding Corp. Common Stock;United States;;Consumer Services;;Telecommunications Equipment
COMSW;ComSovereign Holding Corp. Warrants;United States;;Capital Goods;;Telecommunications Equipment
CONE;CyrusOne Inc Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CONN;Conn's Inc. Common Stock;United States;;Consumer Services;;Consumer Electronics/Video Chains
CONX;CONX Corp. Class A Common Stock;United States;;;;
CONXU;CONX Corp. Unit;United States;;;;
CONXW;CONX Corp. Warrant;United States;;Finance;;Business Services
COO;The Cooper Companies Inc. Common Stock;United States;;Health Care;;Ophthalmic Goods
COOL;Corner Growth Acquisition Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
COOLU;Corner Growth Acquisition Corp. Unit;United States;;Finance;;Business Services
COOLW;Corner Growth Acquisition Corp. Warrant;United States;;Finance;;Business Services
COOP;Mr. Cooper Group Inc. Common Stock;United States;;Finance;;Banks
COP;ConocoPhillips Common Stock;United States;;Energy;;Integrated oil Companies
COR;CoreSite Realty Corporation Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CORE;Core Mark Holding Co Inc Common Stock;United States;;Consumer Non-Durables;;Food Distributors
CORR;CorEnergy Infrastructure Trust Inc. Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CORR^A;CorEnergy Infrastructure Trust Inc. Depositary Shares each representing a 1/100th fractional interest of a share of 7.375% Series A Cumulative Redeemable Preferred Stock;United States;;;;
CORT;Corcept Therapeutics Incorporated Common Stock;United States;;Health Care;;Major Pharmaceuticals
COST;Costco Wholesale Corporation Common Stock;United States;;Consumer Services;;Department/Specialty Retail Stores
COTY;Coty Inc. Class A Common Stock;United States;;Consumer Non-Durables;;Package Goods/Cosmetics
COUP;Coupa Software Incorporated Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
COUR;Coursera Inc. Common Stock;;;Miscellaneous;;Other Consumer Services
COVA;COVA Acquisition Corp. Class A Ordinary Share;United States;;Finance;;Business Services
COVAU;COVA Acquisition Corp. Unit;United States;;Finance;;Business Services
COVAW;COVA Acquisition Corp. Warrants to purchase Class A ordinary shares;United States;;Finance;;Business Services
COWN;Cowen Inc. Class A Common Stock;United States;;Finance;;Investment Bankers/Brokers/Service
COWNL;Cowen Inc. 7.75% Senior Notes due 2033;United States;;Finance;;Investment Bankers/Brokers/Service
CP;Canadian Pacific Railway Limited Common Stock;Canada;;Transportation;;Railroads
CPA;Copa Holdings S.A. Copa Holdings S.A. Class A Common Stock;Panama;;Transportation;;Air Freight/Delivery Services
CPAC;Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares);Peru;;Capital Goods;;Building Materials
CPARU;Catalyst Partners Acquisition Corp. Unit;United States;;;;
CPB;Campbell Soup Company Common Stock;United States;;Consumer Non-Durables;;Packaged Foods
CPE;Callon Petroleum Company Common Stock;United States;;Energy;;Oil & Gas Production
CPF;Central Pacific Financial Corp New;United States;;Finance;;Major Banks
CPG;Crescent Point Energy Corporation Ordinary Shares (Canada);Canada;;Energy;;Oil & Gas Production
CPHC;Canterbury Park Holding Corporation 'New' Common Stock;United States;;Consumer Services;;Services-Misc. Amusement & Recreation
CPHI;China Pharma Holdings Inc. Common Stock;China;;Health Care;;Major Pharmaceuticals
CPIX;Cumberland Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CPK;Chesapeake Utilities Corporation Common Stock;United States;;Public Utilities;;Oil & Gas Production
CPLG;CorePoint Lodging Inc. Common Stock ;;;Consumer Services;;Real Estate Investment Trusts
CPLP;Capital Product Partners L.P. Common Units;Greece;;Transportation;;Marine Transportation
CPNG;Coupang Inc. Class A Common Stock;;;Capital Goods;;Recreational Products/Toys
CPRI;Capri Holdings Limited Ordinary Shares;Hong Kong;;;;
CPRT;Copart Inc. (DE) Common Stock;United States;;Miscellaneous;;Business Services
CPRX;Catalyst Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CPS;Cooper-Standard Holdings Inc. Common Stock;United States;;Capital Goods;;Auto Parts:O.E.M.
CPSH;CPS Technologies Corp. Common Stock;United States;;;;
CPSI;Computer Programs and Systems Inc. Common Stock;United States;;Technology;;EDP Services
CPSR;Capstar Special Purpose Acquisition Corp. Class A Common Stock;;;;;
CPSS;Consumer Portfolio Services Inc. Common Stock;United States;;Finance;;Diversified Financial Services
CPT;Camden Property Trust Common Stock;United States;;Consumer Services;;Real Estate Investment Trusts
CPTA;Capitala Finance Corp. Common Stock;United States;;Finance;;Trusts Except Educational Religious and Charitable
CPTAG;Capitala Finance Corp. 5.75% Convertible Notes Due 2022;United States;;Finance;;Trusts Except Educational Religious and Charitable
CPTAL;Capitala Finance Corp. 6% Notes Due 2022;United States;;Finance;;Trusts Except Educational Religious and Charitable
CPTK;Crown PropTech Acquisitions Class A Ordinary Shares;;;Finance;;Business Services
CPUH;Compute Health Acquisition Corp. Class A Common Stock;;;;;
CPZ;Calamos Long/Short Equity & Dynamic Income Trust Common Stock;United States;;Finance;;Trusts Except Educational Religious and Charitable
CQP;Cheniere Energy Partners LP Cheniere Energy Partners LP Common Units;United States;;Public Utilities;;Oil/Gas Transmission
CR;Crane Co. Common Stock;United States;;Capital Goods;;Office Equipment/Supplies/Services
CRAI;CRA International Inc. Common Stock;United States;;Miscellaneous;;Other Consumer Services
CRBP;Corbus Pharmaceuticals Holdings Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CRC;California Resources Corporation Common Stock;;;Energy;;Oil & Gas Production
CRCT;Cricut Inc. Class A Common Stock;United States;;Capital Goods;;Wholesale Distributors
CRD/A;Crawford & Company;United States;;;;
CRD/B;Crawford & Company;United States;;;;
CRDF;Cardiff Oncology Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CREE;Cree Inc. Common Stock;United States;;Technology;;Semiconductors
CREG;China Recycling Energy Corporation Common Stock;China;;;;
CRESY;Cresud S.A.C.I.F. y A. American Depositary Shares;Argentina;;Finance;;Real Estate
CREX;Creative Realities Inc. Common Stock;United States;;Technology;;EDP Services
CREXW;Creative Realities Inc. Warrant;United States;;Technology;;EDP Services
CRF;Cornerstone Total Return Fund Inc. (The) Common Stock;United States;;;;
CRH;CRH PLC American Depositary Shares;Ireland;;Capital Goods;;Building Materials
CRHC;Cohn Robbins Holdings Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
CRI;Carter's Inc. Common Stock;United States;;Consumer Services;;Clothing/Shoe/Accessory Stores
CRIS;Curis Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CRK;Comstock Resources Inc. Common Stock;United States;;Energy;;Oil & Gas Production
CRKN;Crown Electrokinetics Corp. Common Stock;United States;;;;
CRL;Charles River Laboratories International Inc. Common Stock;United States;;Consumer Services;;EDP Services
CRM;Salesforce.com Inc Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CRMD;CorMedix Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CRMT;America's Car-Mart Inc Common Stock;United States;;Consumer Services;;Other Specialty Stores
CRNC;Cerence Inc. Common Stock;United States;;Technology;;EDP Services
CRNT;Ceragon Networks Ltd. Ordinary Shares;Israel;;Technology;;Radio And Television Broadcasting And Communications Equipment
CRNX;Crinetics Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CRON;Cronos Group Inc. Common Share;Canada;;;;
CROX;Crocs Inc. Common Stock;United States;;Consumer Non-Durables;;Shoe Manufacturing
CRS;Carpenter Technology Corporation Common Stock;United States;;Basic Industries;;Steel/Iron Ore
CRSA;Crescent Acquisition Corp Class A Common Stock;United States;;;;
CRSAU;Crescent Acquisition Corp Unit;United States;;;;
CRSAW;Crescent Acquisition Corp Warrant;United States;;;;
CRSP;CRISPR Therapeutics AG Common Shares;Switzerland;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CRSR;Corsair Gaming Inc. Common Stock;United States;;Technology;;Computer Manufacturing
CRT;Cross Timbers Royalty Trust Common Stock;United States;;Energy;;Oil & Gas Production
CRTD;Creatd Inc. Common Stock;United States;;Consumer Services;;Publishing
CRTDW;Creatd Inc. Warrant;United States;;Basic Industries;;Containers/Packaging
CRTO;Criteo S.A. American Depositary Shares;France;;Technology;;Advertising
CRTX;Cortexyme Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CRU;Crucible Acquisition Corporation Class A Common Stock;;;;;
CRUS;Cirrus Logic Inc. Common Stock;United States;;Technology;;Semiconductors
CRVL;CorVel Corp. Common Stock;United States;;Finance;;Specialty Insurers
CRVS;Corvus Pharmaceuticals Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CRWD;CrowdStrike Holdings Inc. Class A Common Stock;United States;;Technology;;EDP Services
CRWS;Crown Crafts Inc Common Stock;United States;;Basic Industries;;Textiles
CRY;CryoLife Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
CRZN;Corazon Capital V838 Monoceros Corp Class A Ordinary Shares;United States;;Finance;;Business Services
CRZNU;Corazon Capital V838 Monoceros Corp Unit;United States;;Finance;;Business Services
CRZNW;Corazon Capital V838 Monoceros Corp Warrant;United States;;Finance;;Business Services
CS;Credit Suisse Group American Depositary Shares;Switzerland;;Finance;;Investment Bankers/Brokers/Service
CSAN;Cosan S.A. ADS;;;Consumer Durables;;Automotive Aftermarket
CSBR;Champions Oncology Inc. Common Stock;United States;;Health Care;;Biotechnology: Biological Products (No Diagnostic Substances)
CSCO;Cisco Systems Inc. Common Stock (DE);United States;;Public Utilities;;Telecommunications Equipment
CSCW;Color Star Technology Co. Ltd. Ordinary Shares;United States;;;;
CSGP;CoStar Group Inc. Common Stock;United States;;Finance;;Real Estate
CSGS;CSG Systems International Inc. Common Stock;United States;;Technology;;EDP Services
CSII;Cardiovascular Systems Inc. Common Stock;United States;;Health Care;;Medical/Dental Instruments
CSIQ;Canadian Solar Inc. Common Shares (BC);China;;Technology;;Semiconductors
CSL;Carlisle Companies Incorporated Common Stock;United States;;;;
CSLT;Castlight Health Inc. Class B Common Stock;;;Health Care;;Managed Health Care
CSOD;Cornerstone OnDemand Inc. Common Stock;United States;;Technology;;Computer Software: Prepackaged Software
CSPI;CSP Inc. Common Stock;United States;;Technology;;EDP Services
CSPR;Casper Sleep Inc. Common Stock;;;Consumer Durables;;Home Furnishings
CSQ;Calamos Strategic Total Return Common Stock;United States;;Finance;;Finance Companies
CSR;D/B/A Centerspace Common Stock;United States;;;;
CSR^C;D/B/A Centerspace 6.625% Series C ;United States;;;;
CSSE;Chicken Soup for the Soul Entertainment Inc. Class A Common Stock;United States;;Consumer Services;;Broadcasting
CSSEN;Chicken Soup for the Soul Entertainment Inc. 9.50% Notes due 2025;United States;;Consumer Services;;Movies/Entertainment
CSSEP;Chicken Soup for the Soul Entertainment Inc. 9.75% Series A Cumulative Redeemable Perpetual Preferred Stock;United States;;Consumer Services;;Broadcasting
CSTA;Constellation Acquisition Corp I Class A Ordinary Shares;;;Finance;;Business Services
CSTE;Caesarstone Ltd. Ordinary Shares;Israel;;Capital Goods;;Multi-Sector Companies
CSTL;Castle Biosciences Inc. Common Stock;United States;;Health Care;;Medical Specialities
CSTM;Constellium SE Ordinary Shares (France);Netherlands;;Basic Industries;;Metal Fabrications
CSTR;CapStar Financial Holdings Inc. Common Stock;United States;;Finance;;Major Banks
CSU;Capital Senior Living Corporation Common Stock;United States;;Health Care;;Hospital/Nursing Management
CSV;Carriage Services Inc. Common Stock;United States;;Miscellaneous;;Other Consumer Services
CSWC;Capital Southwest Corporation Common Stock;United States;;Finance;;Finance/Investors Services
CSWI;CSW Industrials Inc. Common Stock;United States;;Basic Industries;;Home Furnishings
CSX;CSX Corporation Common Stock;United States;;Transportation;;Railroads
CTA^A;E.I. du Pont de Nemours and Company Preferred Stock;United States;;;;
CTA^B;E.I. du Pont de Nemours and Company Preferred Stock;United States;;;;
CTAC;Cerberus Telecom Acquisition Corp. Class A Ordinary Shares;United States;;Finance;;Business Services
CTAQ;Carney Technology Acquisition Corp. II Class A Common Stock;United States;;;;
CTAQU;Carney Technology Acquisition Corp. II Units;United States;;;;
CTAQW;Carney Technology Acquisition Corp. II Warrant;United States;;Finance;;Business Services
CTAS;Cintas Corporation Common Stock;United States;;Miscellaneous;;Business Services
CTBB;Qwest Corporation 6.5% Notes due 2056;United States;;;;
CTBI;Community Trust Bancorp Inc. Common Stock;United States;;Finance;;Major Banks
CTDD;Qwest Corporation 6.75% Notes due 2057;United States;;;;
CTEK;CynergisTek Inc. Common Stock;United States;;Technology;;Retail: Computer Software & Peripheral Equipment
CTG;Computer Task Group Inc. Common Stock;United States;;Technology;;EDP Services
CTHR;Charles & Colvard Ltd Common Stock;United States;;Consumer Services;;Consumer Specialties
CTIB;Yunhong CTI Ltd. Common Stock;United States;;Miscellaneous;;Diversified Commercial Services
CTIC;CTI BioPharma Corp. (DE) Common Stock;United States;;Health Care;;Major Pharmaceuticals
CTK;CooTek (Cayman) Inc. American Depositary Shares each representing 50 Class A Ordinary Shares;;;Technology;;EDP Services
CTLP;Cantaloupe Inc. Common Stock;United States;;Technology;;EDP Services
CTLT;Catalent Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CTMX;CytomX Therapeutics Inc. Common Stock;United States;;Health Care;;Major Pharmaceuticals
CTO;CTO Realty Growth Inc. Common Stock;United States;;Consumer Services;;Real Estate
CTOS;Custom Truck One Source Inc. Common Stock;Cayman Islands;;Technology;;Diversified Commercial Services
